collection	path	sha256	url	review_level	disposition
mattpocock	.agents/adr/0001-explicit-setup-pointer-only-for-hard-dependencies.md	8f60cf9bf19f1ee8cc09a15c2e06e1d7a9cb51f79d9a273dd9b20b8a2a494f80	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.agents/adr/0001-explicit-setup-pointer-only-for-hard-dependencies.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.agents/adr/0002-ship-as-a-claude-code-plugin.md	c8f8f946db9fee714fc55270caf6107e749e30316d43fb80cb3ce2f048dd949d	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.agents/adr/0002-ship-as-a-claude-code-plugin.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.agents/install-block.md	23f776c69d4b8688e18fd2a29d51ed4f2cb40132f0c3acb3a1ca6d45c1d18f65	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.agents/install-block.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.agents/invocation.md	41f2f02a15d9c93818c209c4320184ceab75aa45bce6c93a8df7f27935ec3cbb	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.agents/invocation.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.agents/writing-docs.md	f1a008576e185e5ff232e45504886273948a9323a7ace26652816f2b2bd38922	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.agents/writing-docs.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.changeset/README.md	495bd4805f8362853bce99689c1cd75db8c475dfa38930619d2e197d7554db27	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.changeset/README.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.changeset/add-implement-spec-skill.md	abbf2ece03c6629782df0f815603378f275252c92379529eae0268e101721246	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.changeset/add-implement-spec-skill.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.changeset/domain-modeling-trigger-context-adr.md	ec97502246b5d9cfc3aeea3ed584ca8ac0b43c82ec8389ff2ed96c231b76062d	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.changeset/domain-modeling-trigger-context-adr.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.changeset/fix-yaml-frontmatter-colons.md	fb4975a991e85ec802044c96350038db3343be5a604b38a9b5f323bd56223652	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.changeset/fix-yaml-frontmatter-colons.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
mattpocock	.changeset/grilling-add-hr-between-questions.md	bcc1cc80f58662c9d2b40680bced44da7fa273f689a2b7eaf863a0da65790433	https://raw.githubusercontent.com/mattpocock/skills/3cca18b368ae95cdbdebbff572ccafa662551015/.changeset/grilling-add-hr-between-questions.md	inventoried_selective_reference	inventory_only_or_selective: no blanket adoption and no claim of full read
